,Verkauf in,Bauart,Marke,Modell,Kategorie,Erstzulassung,Km-Stand,Getriebeart,Leistung in kW,Chassis,Verkaufspreis,Wunschpreis,PLZ Verkäufer,Fahrzeugalter,fahrzeugalter_cat,Kilometer_cat
260,2022-10-01,Wohnmobil,Sunlight,V 60 / 3.5 t,Teilintegrierter,2020-05-01,37000.0,Schaltung,88.0,Fiat ,44500,44500,18439,29,2-5 Jahre,20.001-50.000 km
261,2022-10-01,Wohnmobil,Malibu,T 440 LE 4.25 t,Teilintegrierter,2021-09-01,11000.0,Schaltung,118.0,Fiat,81400,91000,55286,13,0-2 Jahre,0-20.000 km
262,2022-10-01,Wohnmobil,Pössl,Trenta 640 / 3.5 t,Kastenwagen,2020-07-01,12000.0,Schaltung,121.0,Citroen Jumper,54250,56050,92637,27,2-5 Jahre,0-20.000 km
263,2022-10-01,Wohnmobil,Hobby,Optima De Luxe T65 GE 50 J. Sondermod. 3.5 t,Teilintegrierter,2017-07-01,76000.0,Schaltung,96.0,Fiat Ducato,47000,48500,86424,63,5-10 Jahre,50.001-100.000 km
264,2022-10-01,Wohnmobil,Knaus,VAN I 650 MEG 3.5 t,Integrierter,2018-04-01,38200.0,Schaltung,110.0,Fiat Ducato,56500,58000,89551,54,2-5 Jahre,20.001-50.000 km
265,2022-10-01,Wohnmobil,Hymer,MLT 570 4x4 Aut. 3.5 t,Teilintegrierter,2018-01-01,45000.0,Automatik,140.0,MB,98000,104500,76227,57,2-5 Jahre,20.001-50.000 km
266,2022-10-01,Wohnmobil,Forster,FV 599 VB 3.5 t,Kastenwagen,2022-05-01,17646.0,Schaltung,103.0,Fiat,51800,50900,89584,5,0-2 Jahre,0-20.000 km
267,2022-10-01,Wohnmobil,Pössl,2 WIN RS Plus 3.5 t,Kastenwagen,2022-05-01,7400.0,Schaltung,121.0,Citroen,63100,65500,44263,5,0-2 Jahre,0-20.000 km
268,2022-10-01,Wohnmobil,Eura Mobil,Terrestra A 690 HB 4.4 t,Alkoven,2018-05-01,25000.0,Schaltung,110.0,Fiat,62500,63500,24558,53,2-5 Jahre,20.001-50.000 km
269,2022-10-01,Wohnmobil,Malibu,600 DB Charming 3.5 t,Kastenwagen,2018-05-01,32391.0,Schaltung,110.0,FIAT Ducato,53700,58500,71720,53,2-5 Jahre,20.001-50.000 km
270,2022-10-01,Wohnmobil,Hymer,Ayers Rock Aut. 3.5 t,Kastenwagen,2017-06-01,23000.0,Automatik,130.0,Fiat Ducato,56700,54000,6667,64,5-10 Jahre,20.001-50.000 km
271,2022-10-01,Wohnmobil,Challenger,250 VIP Aut. 3.5 t,Teilintegrierter,2020-08-01,45113.0,Automatik,125.0,Ford,53650,55950,67482,26,2-5 Jahre,20.001-50.000 km
272,2022-11-01,Wohnmobil,Dethleffs,Magic Edition I 001 DBM 3.5 t,Integrierter,2018-02-01,51000.0,Schaltung,109.0,Fiat Ducato,65100,73000,51789,57,2-5 Jahre,50.001-100.000 km
273,2022-11-01,Wohnmobil,Roadcar,R 601 / 3.5 t,Kastenwagen,2021-05-01,48700.0,Schaltung,103.0,Citroen Jumper,47400,48800,83533,18,0-2 Jahre,20.001-50.000 km
274,2022-11-01,Wohnmobil,Carado,V132 Edition 3.5 t,Teilintegrierter,2022-05-01,19000.0,Schaltung,103.0,Citroen,48850,51550,24211,6,0-2 Jahre,0-20.000 km
275,2022-11-01,Wohnmobil,Volkswagen,California Ocean Edition 4Motion DSG ,Bus,2018-06-01,87000.0,Automatik,110.0,,53600,56900,54675,53,2-5 Jahre,50.001-100.000 km
276,2022-11-01,Wohnmobil,Malibu,I 460 / 3.5 t,Integrierter,2016-05-01,62000.0,Schaltung,96.0,Fiat,64000,67000,77654,78,5-10 Jahre,50.001-100.000 km
277,2022-11-01,Wohnmobil,Mercedes-Benz,Marco Polo 250d EMP 4x4 AMG Line,Kastenwagen,2017-04-01,55700.0,Automatik,140.0,,56500,55100,71686,67,5-10 Jahre,50.001-100.000 km
278,2022-11-01,Wohnmobil,Hymer,Grand Canyon 3.5 t,Kastenwagen,2018-05-01,12300.0,Schaltung,96.0,Fiat,54500,57000,71735,54,2-5 Jahre,0-20.000 km
279,2022-11-01,Wohnmobil,Carado,T 135 / 3.5 t,Teilintegrierter,2010-03-01,97000.0,Schaltung,103.0,Ford,25000,32000,23689,152,Über 10 Jahre,50.001-100.000 km
280,2022-11-01,Wohnmobil,Dethleffs,Grand Alpa A 7820-2 Aut. 5.0 t,Alkoven,2016-12-01,49200.0,Automatik,130.0,Fiat,94700,98000,18609,71,5-10 Jahre,20.001-50.000 km
281,2022-11-01,Wohnmobil,Sunlight,A70 / 3.5 t,Alkoven,2020-01-01,11600.0,Schaltung,103.0,Fiat Ducato,53200,53200,30966,34,2-5 Jahre,0-20.000 km
282,2022-11-01,Wohnmobil,Knaus,BoxStar 540 Road 60 Years 3.5 t,Kastenwagen,2021-06-01,33610.0,Schaltung,103.0,Fiat Ducato,53000,56000,52152,17,0-2 Jahre,20.001-50.000 km
283,2022-11-01,Wohnmobil,Carado,I 338 / 3.5 t,Integrierter,2020-08-01,14850.0,Schaltung,103.0,Fiat Ducato ,59000,62000,53474,27,2-5 Jahre,0-20.000 km
284,2022-11-01,Wohnmobil,Bürstner,Lyseo TD 644 G Harmony Line 9G-Tronic 3.5 t,Teilintegrierter,2021-08-01,14967.0,Automatik,103.0,Ducato,70700,72000,21401,15,0-2 Jahre,0-20.000 km
285,2022-11-01,Wohnmobil,Bürstner,T 602 mit DPF 3.4 t,Teilintegrierter,2004-03-01,161500.0,Schaltung,94.0,Fiat Ducato,19000,24500,37574,224,Über 10 Jahre,Über 100.000 km
286,2022-11-01,Wohnmobil,Weinsberg,CaraSuite 650 MF IC-Line Orange 3.5 t,Teilintegrierter,2019-05-01,18500.0,Schaltung,96.0,Fiat,51700,55100,97638,42,2-5 Jahre,0-20.000 km
287,2022-11-01,Wohnmobil,Etrusco,600 DB TypeX Complete Edition 3.5 t,Kastenwagen,2021-05-01,28500.0,Schaltung,103.0,Fiat Ducato ,53500,54000,1445,18,0-2 Jahre,20.001-50.000 km
288,2022-11-01,Wohnmobil,Carthago,Chic E-Line I 50 LE DA auf MB 5.0 t,Integrierter,2020-12-01,28250.0,Automatik,130.0,Mercedes,168850,183350,30952,23,0-2 Jahre,20.001-50.000 km
289,2022-11-01,Wohnmobil,Mercedes-Benz,Marco Polo V 220 D Lang mit Küche 9G-Tronic ,Bus,2022-03-01,31500.0,Automatik,120.0,,57700,57000,22041,8,0-2 Jahre,20.001-50.000 km
290,2022-11-01,Wohnmobil,Pilote,746 GJ Evidence 9G-Tronic 3.5 t,Teilintegrierter,2020-11-01,10870.0,Automatik,118.0,Fiat,67700,71900,59909,24,0-2 Jahre,0-20.000 km
291,2022-11-01,Wohnmobil,Dethleffs,I 7010-2 / I 7090-2 Esprit Aut. 4.25 t,Integrierter,2013-02-01,40100.0,Automatik,109.0,Fiat,41800,50000,21357,117,5-10 Jahre,20.001-50.000 km
292,2022-11-01,Wohnmobil,Malibu,Van Comfort  640 LE 3.5 t,Kastenwagen,2022-08-01,1200.0,Schaltung,103.0,Fiat Ducato,64000,63000,89081,3,0-2 Jahre,0-20.000 km
293,2022-11-01,Wohnmobil,Malibu,Van 640 LE Aut. 3.5 t,Kastenwagen,2019-04-01,53400.0,Automatik,110.0,Fiat,55500,59900,21218,43,2-5 Jahre,50.001-100.000 km
294,2022-11-01,Wohnmobil,Etrusco,T 6900 SB 3.5 t,Teilintegrierter,2020-07-01,16500.0,Schaltung,88.0,Fiat,50500,51900,74078,28,2-5 Jahre,0-20.000 km
295,2022-11-01,Wohnmobil,Weinsberg,Caratour 600 MQ 3.5 t,Kastenwagen,2020-07-01,32769.0,Schaltung,103.0,Fiat,47700,49300,99817,28,2-5 Jahre,20.001-50.000 km
296,2022-11-01,Wohnmobil,Pössl,Summit 600 Plus 3.5 t,Kastenwagen,2020-03-01,22000.0,Schaltung,103.0,Citroen Jumper,48600,53000,65510,32,2-5 Jahre,20.001-50.000 km
297,2022-11-01,Wohnmobil,Eura Mobil,Profila RS 675 SB Mondial Ed. 3.85 t,Teilintegrierter,2019-06-01,62000.0,Schaltung,110.0,Fiat Ducato,57000,62000,74564,41,2-5 Jahre,50.001-100.000 km
298,2022-11-01,Wohnmobil,Globecar,Campscout 3.5 t,Kastenwagen,2019-04-01,25500.0,Schaltung,120.0,Citroen Jumper,50500,52000,28203,43,2-5 Jahre,20.001-50.000 km
299,2022-11-01,Wohnmobil,Pössl,Summit Prime 640 / 3.5 t,Kastenwagen,2020-08-01,12800.0,Schaltung,118.0,Fiat,56800,60200,83324,27,2-5 Jahre,0-20.000 km
300,2022-11-01,Wohnmobil,Hobby,Siesta A65 GM 3.65 t,Alkoven,2021-01-01,7000.0,Schaltung,110.0,Fiat Ducato,48700,48000,22844,22,0-2 Jahre,0-20.000 km
301,2022-11-01,Wohnmobil,Sun Living,V 65 SL 9G-Tronic 3.5 t,Kastenwagen,2021-07-01,7000.0,Automatik,118.0,Fiat Ducato ,60990,64990,24837,16,0-2 Jahre,0-20.000 km
302,2022-11-01,Wohnmobil,Adria,Compact SLS Aut. 3.5 t,Teilintegrierter,2018-07-01,42000.0,Automatik,110.0,Fiat,54000,55000,74889,52,2-5 Jahre,20.001-50.000 km
303,2022-11-01,Wohnmobil,Carado,Vlow 600 / 3.5 t,Kastenwagen,2019-04-01,44000.0,Schaltung,110.0,Fiat Ducato,45000,49000,63906,43,2-5 Jahre,20.001-50.000 km
304,2022-11-01,Wohnmobil,Pössl,Roady 499 / 3.3 t,Kastenwagen,2011-05-01,80100.0,Schaltung,116.0,Citroen Jumper,34600,34500,51381,138,Über 10 Jahre,50.001-100.000 km
305,2022-11-01,Wohnmobil,Carado,Clever CVE 601 / 3.5 t,Kastenwagen,2020-12-01,55500.0,Schaltung,103.0,Fiat Ducato,45500,48000,56072,23,0-2 Jahre,50.001-100.000 km
306,2022-11-01,Wohnmobil,Carthago,Chic C-Line I 5.3 QB SL 9G-Tronic 4.5 t,Integrierter,2020-06-01,15300.0,Automatik,130.0,Fiat,112000,130000,83454,29,2-5 Jahre,0-20.000 km
307,2022-11-01,Wohnmobil,Weinsberg,CaraBus 600 MQ 3.5 t,Kastenwagen,2020-10-01,22000.0,Schaltung,88.0,Fiat,46700,48100,93413,25,2-5 Jahre,20.001-50.000 km
308,2022-11-01,Wohnmobil,Malibu,640 LE Charming Coupe 9G-Tronic 3.5 t,Kastenwagen,2021-04-01,45000.0,Automatik,118.0,Fiat Ducato,64500,67000,61479,19,0-2 Jahre,20.001-50.000 km
309,2022-11-01,Wohnmobil,Laika,Eco VIP H 715 mit DPF 3.5 t,Integrierter,2006-04-01,108000.0,Schaltung,94.0,Fiat,23400,29000,21465,199,Über 10 Jahre,Über 100.000 km
310,2022-11-01,Wohnmobil,Roller Team,Livingstone Duo Sport 3.5 t,Kastenwagen,2021-07-01,10500.0,Schaltung,103.0,Fiat Ducato ,54500,57900,21465,16,0-2 Jahre,0-20.000 km
311,2022-11-01,Wohnmobil,Concorde,Carver 890 RRL 7.49 t,Integrierter,2017-06-01,35000.0,Automatik,150.0,Iveco,199000,220000,91126,65,5-10 Jahre,20.001-50.000 km
312,2022-12-01,Wohnmobil,Sunlight,A70 / 3.5 t,Alkoven,2016-06-01,78200.0,Schaltung,96.0,Fiat,41100,46500,15345,78,5-10 Jahre,50.001-100.000 km
313,2022-11-01,Wohnmobil,Ahorn,Eco 683 / 3.5 t,Alkoven,2022-04-01,18000.0,Schaltung,107.0,Renault,49000,49000,74731,7,0-2 Jahre,0-20.000 km
314,2022-11-01,Wohnmobil,LMC,TI 712 Comfort 9G-Tronic 4.25 t,Teilintegrierter,2020-05-01,10000.0,Automatik,103.0,Fiat,60000,67000,45529,30,2-5 Jahre,0-20.000 km
315,2022-11-01,Wohnmobil,Eura Mobil,Profila 675 VB 3.5 t,Alkoven,2006-11-01,56400.0,Schaltung,96.0,Ford,24000,27100,74831,192,Über 10 Jahre,50.001-100.000 km
316,2022-11-01,Wohnmobil,Dethleffs,Trend I 7057 DBM/EB 9G-Tronic 3.5 t,Integrierter,2020-06-01,16500.0,Automatik,118.0,Fiat,72000,76000,78628,29,2-5 Jahre,0-20.000 km
317,2022-11-01,Wohnmobil,Westfalia,Columbus  601 D 9G-Tronic 3.5 t,Kastenwagen,2020-09-01,24000.0,Automatik,118.0,Fiat,60050,71750,89233,26,2-5 Jahre,20.001-50.000 km
318,2022-12-01,Wohnmobil,Malibu,I 460 LE 9G-Tronic 3.5 t,Integrierter,2020-07-01,49640.0,Automatik,118.0,Fiat Ducato,82000,86200,51766,29,2-5 Jahre,20.001-50.000 km
319,2022-12-01,Wohnmobil,Knaus,Box Star 600 MQ 3.5 t,Kastenwagen,2019-08-01,28300.0,Schaltung,96.0,Fiat,47500,50000,97947,40,2-5 Jahre,20.001-50.000 km
320,2022-11-01,Wohnmobil,Globecar,Globescout Plus D-Line 9G-Tronic 3.5 t,Kastenwagen,2020-08-01,12000.0,Automatik,118.0,Fiat Ducato,55500,60000,82266,27,2-5 Jahre,0-20.000 km
321,2022-11-01,Wohnmobil,Knaus,Van I 650 MEG Platinum Sel. 3.5 t,Integrierter,2020-05-01,27840.0,Schaltung,110.0,Fiat Ducato,58100,60000,51766,30,2-5 Jahre,20.001-50.000 km
322,2022-11-01,Wohnmobil,Pössl,Roadcruiser B 3.5 t,Kastenwagen,2020-09-01,12500.0,Schaltung,103.0,Fiat Ducato,47200,50000,89079,26,2-5 Jahre,0-20.000 km
323,2022-12-01,Wohnmobil,Pössl,Roadcruiser 3.5 t,Kastenwagen,2011-08-01,98600.0,Schaltung,116.0,Fiat,32000,37000,7778,136,Über 10 Jahre,50.001-100.000 km
324,2022-12-01,Wohnmobil,Ahorn,ECO 680 / 3.5 t,Alkoven,2021-03-01,50061.0,Schaltung,107.0,Renault,43200,48500,7554,21,0-2 Jahre,50.001-100.000 km
325,2022-12-01,Wohnmobil,Etrusco,I 7400 QBC 9G-Tronic 3.65 t,Integrierter,2022-07-01,16500.0,Automatik,118.0,Fiat,82500,82500,13595,5,0-2 Jahre,0-20.000 km
326,2022-12-01,Wohnmobil,Dreamer,D 53 Fun 3.5 t,Kastenwagen,2021-06-01,19541.0,Schaltung,103.0,Fiat,48900,50900,91334,18,0-2 Jahre,0-20.000 km
327,2022-12-01,Wohnmobil,Hymer,B 880 ML 9G-Tronic 5.5 t,Integrierter,2022-09-01,6000.0,Automatik,125.0,MB,182000,190000,57589,3,0-2 Jahre,0-20.000 km
328,2022-12-01,Wohnmobil,Hymer,CS 495 / 3.4 t,Alkoven,2001-06-01,180200.0,Schaltung,90.0,Fiat,10500,13000,75417,258,Über 10 Jahre,Über 100.000 km
329,2022-12-01,Wohnmobil,XGO,Dynamic 20 / 3.5 t,Alkoven,2019-03-01,21500.0,Schaltung,96.0,Fiat,44000,50000,50374,45,2-5 Jahre,20.001-50.000 km
330,2022-12-01,Wohnmobil,Dethleffs,I 6617 EB 3.85 t,Integrierter,2020-06-01,23000.0,Schaltung,103.0,Fiat,66500,71500,74523,30,2-5 Jahre,20.001-50.000 km
331,2022-12-01,Wohnmobil,Carado,T 339 / 3.5 t,Teilintegrierter,2019-05-01,24453.0,Schaltung,110.0,Fiat,50700,52900,25554,43,2-5 Jahre,20.001-50.000 km
332,2022-12-01,Wohnmobil,Dethleffs,Trend A 6977 / 3.5 t,Alkoven,2017-04-01,43700.0,Schaltung,96.0,Fiat Ducato,42000,42000,48249,68,5-10 Jahre,20.001-50.000 km
333,2022-12-01,Wohnmobil,Sunlight,T60 / 3.5 t,Teilintegrierter,2019-03-01,51600.0,Schaltung,96.0,Fiat,41800,42500,32760,45,2-5 Jahre,50.001-100.000 km
334,2022-12-01,Wohnmobil,Bürstner,Campeo C 600 Active 9G-Tronic 3.5 t,Kastenwagen,2021-06-01,17200.0,Automatik,103.0,Fiat,54000,56000,78713,18,0-2 Jahre,0-20.000 km
335,2022-12-01,Wohnwagen,Hobby,Excellent Edition 495 UL,,2021-12-01,,,,,22200,22800,53881,12,0-2 Jahre,Über 100.000 km
336,2022-12-01,Wohnmobil,Weinsberg,CaraCore 700 MEG 3.5 t,Integrierter,2020-10-01,22500.0,Schaltung,118.0,Fiat,64000,73000,93413,26,2-5 Jahre,20.001-50.000 km
337,2022-12-01,Wohnmobil,Weinsberg,CaraSuite 650 MF 3.5 t,Teilintegrierter,2020-09-01,28000.0,Schaltung,103.0,Fiat,50200,52000,93413,27,2-5 Jahre,20.001-50.000 km
338,2022-12-01,Wohnmobil,Ahorn,Van 550 / 3.5 t,Kastenwagen,2022-08-01,3583.0,Schaltung,99.0,Renault Master,50200,58500,45964,4,0-2 Jahre,0-20.000 km
339,2022-12-01,Wohnwagen,Fendt,Saphir 510,,2010-05-01,,,,,11000,13900,1561,151,Über 10 Jahre,Über 100.000 km
340,2023-01-01,Wohnmobil,Knaus,VAN TI 550 MF VANSATION Sondermod. 3.5 t,Teilintegrierter,2021-05-01,49000.0,Schaltung,103.0,Fiat Ducato,51600,55100,54439,20,0-2 Jahre,20.001-50.000 km
341,2023-01-01,Wohnmobil,Chausson,Twist Elegance V594 3.5 t,Kastenwagen,2019-11-01,22000.0,Schaltung,103.0,Fiat,47899,49999,63456,38,2-5 Jahre,20.001-50.000 km
342,2023-01-01,Wohnmobil,Dethleffs,Globe 4 / 3.5 t,Teilintegrierter,2012-03-01,85110.0,Schaltung,96.0,Fiat,40500,43900,76229,130,Über 10 Jahre,50.001-100.000 km
343,2023-01-01,Wohnmobil,Chausson,Twist Elegance V594 Anniversary 3.5 t,Kastenwagen,2020-06-01,20067.0,Schaltung,103.0,Fiat Ducato ,50100,51000,85757,31,2-5 Jahre,20.001-50.000 km
344,2023-01-01,Wohnmobil,Carthago,Chic C-Line 4.9 Aut. 4.5 t,Integrierter,2012-08-01,57200.0,Automatik,109.0,Fiat,57500,60000,46446,125,Über 10 Jahre,50.001-100.000 km
345,2023-01-01,Wohnmobil,Benimar,Amphitryon 967 / 3.5 t,Integrierter,2021-07-01,7900.0,Schaltung,118.0,Fiat Ducato,72500,77500,53797,18,0-2 Jahre,0-20.000 km
346,2023-01-01,Wohnmobil,Dethleffs,Trend T 7057 DBM/EB 3.65 t,Teilintegrierter,2019-09-01,34500.0,Schaltung,103.0,Fiat,61500,67500,79379,40,2-5 Jahre,20.001-50.000 km
347,2023-01-01,Wohnmobil,Forster,A 741 VB Livin'Up 3.5 t,Alkoven,2021-12-01,9200.0,Schaltung,118.0,Fiat,55800,55800,93049,13,0-2 Jahre,0-20.000 km
348,2023-01-01,Wohnmobil,Challenger,Genesis 278 EB 3.5 t,Teilintegrierter,2018-11-01,29990.0,Schaltung,125.0,Ford,47150,45950,21037,50,2-5 Jahre,20.001-50.000 km
349,2023-01-01,Wohnwagen,Knaus,Travelino 400 QL,,2021-06-01,,,,,14100,15000,75038,19,0-2 Jahre,Über 100.000 km
350,2023-01-01,Wohnwagen,Bürstner,Premio 490 TS,,2017-04-01,,,,,16000,19500,21423,69,5-10 Jahre,Über 100.000 km
351,2023-02-01,Wohnwagen,Chateau,Caratt 450 *behindertengerechter Umbau*,,2006-07-01,,,,,6700,8000,54531,199,Über 10 Jahre,Über 100.000 km
352,2023-01-01,Wohnmobil,Carado,V132 / 3.5 t,Teilintegrierter,2020-08-01,16754.0,Schaltung,88.0,Fiat,43500,46500,79395,29,2-5 Jahre,0-20.000 km
353,2023-01-01,Wohnwagen,Bürstner,Plus 500 TS ,,2017-03-01,,,,,19200,20000,92355,70,5-10 Jahre,Über 100.000 km
354,2023-01-01,Wohnmobil,Weinsberg,CaraLoft 650 MFH 3.5 t,Teilintegrierter,2015-05-01,110900.0,Schaltung,96.0,Fiat Ducato,40500,42000,16866,92,5-10 Jahre,Über 100.000 km
355,2023-01-01,Wohnwagen,Dethleffs,C´go 415 QL,,2015-05-01,,,,,12550,14250,8056,92,5-10 Jahre,Über 100.000 km
356,2023-01-01,Wohnmobil,Knaus,Sun Traveller 650 LG Aut. 3.85 t,Alkoven,2008-04-01,83000.0,Automatik,107.0,Renault Master 2,30050,32550,41239,177,Über 10 Jahre,50.001-100.000 km
357,2023-01-01,Wohnmobil,Volkswagen,T6 California 3.0 t,Kastenwagen,2017-03-01,99978.0,Schaltung,110.0,,45200,47000,84453,70,5-10 Jahre,50.001-100.000 km
358,2023-01-01,Wohnmobil,Dethleffs,Advantage T 5801 / 3.5 t,Teilintegrierter,2006-03-01,167000.0,Schaltung,81.0,Fiat Ducato,20200,20800,59590,202,Über 10 Jahre,Über 100.000 km
359,2023-01-01,Wohnmobil,LMC,Liberty TI 652 / 3.5 t,Teilintegrierter,2008-04-01,96200.0,Schaltung,96.0,Fiat,27100,27100,41515,177,Über 10 Jahre,50.001-100.000 km
360,2023-01-01,Wohnmobil,Carado,T449 / 3.5 t,Teilintegrierter,2020-07-01,28917.0,Schaltung,103.0,Fiat Ducato,55100,58000,31249,30,2-5 Jahre,20.001-50.000 km
361,2023-01-01,Wohnmobil,Rimor,Katamarano 3.5 t,Teilintegrierter,2011-08-01,43500.0,Schaltung,103.0,Ford Transit ,24500,24500,18528,137,Über 10 Jahre,20.001-50.000 km
362,2023-01-01,Wohnmobil,Carthago,C-Tourer l 143 LE Heavy 9G-Tronic 3.5 t,Integrierter,2021-09-01,9200.0,Automatik,103.0,Fiat Ducato,101200,104500,88074,16,0-2 Jahre,0-20.000 km
363,2023-01-01,Wohnwagen,Hobby,Prestige 560 WLU    ,,2020-08-01,,,,,24600,24000,89415,29,2-5 Jahre,Über 100.000 km
364,2023-01-01,Wohnmobil,Sunlight,Cliff 600 Adventure 3.5 t,Kastenwagen,2022-05-01,10500.0,Schaltung,103.0,Fiat Ducato,53900,57000,25870,8,0-2 Jahre,0-20.000 km
365,2023-01-01,Wohnmobil,Dethleffs,Just 90 T 6812 EB 3.5 t,Teilintegrierter,2022-03-01,19500.0,Schaltung,103.0,Citroen Jumper,58000,59400,56410,10,0-2 Jahre,0-20.000 km
366,2023-01-01,Wohnwagen,Bürstner,Averso Plus 510TK,,2015-07-01,,,,,18150,17850,66994,90,5-10 Jahre,Über 100.000 km
367,2023-01-01,Wohnmobil,Hymer,ML-T 580 7G-Tronic 4.2 t,Teilintegrierter,2018-04-01,59200.0,Automatik,120.0,MB,72050,75850,88400,57,2-5 Jahre,50.001-100.000 km
368,2023-01-01,Wohnwagen,Fendt,Opal 465 SFH,,2020-07-01,,,,,24000,24500,49596,30,2-5 Jahre,Über 100.000 km
369,2023-01-01,Wohnmobil,Westfalia,Columbus 601D Aufstelldach 3.5 t,Kastenwagen,2020-01-01,4837.0,Schaltung,110.0,Fiat Ducato 2.3 Multijet,61700,65000,12165,36,2-5 Jahre,0-20.000 km
370,2023-01-01,Wohnmobil,Concorde,Charisma 850 L 7.49 t,Integrierter,2017-01-01,60200.0,Automatik,150.0,Iveco,215790,227990,65555,72,5-10 Jahre,50.001-100.000 km
371,2023-01-01,Wohnmobil,Adria,Twin 600 SP All In 3.5 t,Kastenwagen,2020-05-01,18000.0,Schaltung,103.0,Citroen,52000,55100,94505,32,2-5 Jahre,0-20.000 km
372,2023-01-01,Wohnmobil,Weinsberg,Carahome 700 DG 3.5t,Alkoven,2020-03-01,27492.0,Schaltung,121.0,Peugeot,50000,50000,25365,34,2-5 Jahre,20.001-50.000 km
373,2023-01-01,Wohnmobil,Sun Living,V 65 SL 3.5 t,Kastenwagen,2022-09-01,1400.0,Schaltung,103.0,Citroen,52800,54000,85305,4,0-2 Jahre,0-20.000 km
374,2023-01-01,Wohnmobil,Globecar,Globescout Plus 3.5 t,Kastenwagen,2021-05-01,19000.0,Schaltung,121.0,Citroen,51000,54000,72574,20,0-2 Jahre,0-20.000 km
375,2023-01-01,Wohnmobil,Hymer,Grand Canyon S 7G-Tronic 4x4,Kastenwagen,2020-10-01,25556.0,Automatik,120.0,MB,100000,100000,89075,27,2-5 Jahre,20.001-50.000 km
376,2023-05-01,Wohnmobil,MegaMobil,Lounge 540 /3.5t,Kastenwagen,2022-04-01,26000.0,Schaltung,103.0,Fiat ,46200,52000,3096,13,0-2 Jahre,20.001-50.000 km
377,2023-01-01,Wohnmobil,Pössl,2Win Plus mit Aufstelldach 3.5 t,Kastenwagen,2022-08-01,7880.0,Schaltung,121.0,Citroën Jumper,62500,66000,86875,5,0-2 Jahre,0-20.000 km
378,2023-02-01,Wohnmobil,Carado,CV 600 Ed. 15 Aufstelldach *NEU* 3.5 t ,Kastenwagen,2023-01-01,5.0,Schaltung,103.0,Fiat,63200,64500,44379,1,0-2 Jahre,0-20.000 km
379,2023-01-01,Wohnmobil,Citroën,Campster mit Küche/Solar,Bus,2019-07-01,39000.0,Schaltung,110.0,,40550,42750,99885,42,2-5 Jahre,20.001-50.000 km
380,2023-01-01,Wohnmobil,Sunlight,A 60 / 3.5 t,Alkoven,2021-05-01,33554.0,Schaltung,103.0,Fiat,47450,48450,34302,20,0-2 Jahre,20.001-50.000 km
381,2023-01-01,Wohnmobil,Hymer,B 624 mit DPF 3.9 t,Integrierter,2004-10-01,59000.0,Schaltung,94.0,Fiat,32800,32500,46519,219,Über 10 Jahre,50.001-100.000 km
382,2023-02-01,Wohnmobil,Pössl,Trenta 600 / 3.5 t,Kastenwagen,2022-07-01,4538.0,Schaltung,103.0,Citroen,60300,64000,76669,7,0-2 Jahre,0-20.000 km
383,2023-02-01,Wohnmobil,Carado,A 464 / 3.5 t,Alkoven,2021-06-01,14500.0,Schaltung,103.0,Citroen,54750,59850,76669,20,0-2 Jahre,0-20.000 km
384,2023-02-01,Wohnmobil,Knaus,Boxstar 630 3.5t,Kastenwagen,2017-08-01,72400.0,Schaltung,96.0,Fiat Ducato,46090,52990,75196,66,5-10 Jahre,50.001-100.000 km
385,2023-02-01,Wohnmobil,Dethleffs,Pulse GT I 7051 EBL 4.25t,Integrierter,2019-08-01,54000.0,Schaltung,110.0,Fiat,80700,87000,69123,42,2-5 Jahre,50.001-100.000 km
386,2023-02-01,Wohnmobil,Phoenix,Top Alkoven 8800 BML Aut. 7.8t,Alkoven,2022-04-01,29000.0,Automatik,152.0,IVECO EuroCargo,260000,265000,85235,10,0-2 Jahre,20.001-50.000 km
387,2023-02-01,Wohnmobil,Globecar,Globestar 600 L Aut. 3.5 t,Kastenwagen,2016-07-01,47000.0,Automatik,130.0,Fiat,47700,48000,24943,79,5-10 Jahre,20.001-50.000 km
388,2023-02-01,Wohnmobil,Hymer,Grand Canyon 9G-Tronic 3.5 t,Kastenwagen,2021-09-01,19900.0,Automatik,130.0,Fiat Ducato,76500,75000,44795,17,0-2 Jahre,0-20.000 km
389,2023-02-01,Wohnwagen,Adria,Action 391 LH ,,2022-03-01,,,,,19800,21500,45896,11,0-2 Jahre,Über 100.000 km
390,2023-02-01,Wohnmobil,Challenger,367 GA Mageo Premium 3.5t,Teilintegrierter,2019-04-01,13000.0,Schaltung,125.0,Ford,54900,62500,91541,46,2-5 Jahre,0-20.000 km
391,2023-02-01,Wohnmobil,Pössl,Summit 600 Plus 3.5 t,Kastenwagen,2018-03-01,64700.0,Schaltung,120.0,Citroen,47100,52000,72793,59,2-5 Jahre,50.001-100.000 km
392,2023-02-01,Wohnmobil,Carado,I 338 Emotion 3.5 t,Integrierter,2020-11-01,17500.0,Schaltung,103.0,Fiat,66200,70000,48499,27,2-5 Jahre,0-20.000 km
393,2023-02-01,Wohnwagen,Kabe,Ametist XL,,2008-08-01,,,,,10000,13500,26655,174,Über 10 Jahre,Über 100.000 km
394,2023-02-01,Wohnmobil,Carthago,C-tourer T143 / 3.85 t,Teilintegrierter,2017-03-01,58000.0,Schaltung,110.0,Fiat Ducato,66600,68000,1920,71,5-10 Jahre,50.001-100.000 km
