,Verkauf in,Bauart,Marke,Modell,Kategorie,Erstzulassung,Km-Stand,Getriebeart,Leistung in kW,Chassis,Verkaufspreis,Wunschpreis,PLZ Verkäufer,Fahrzeugalter,fahrzeugalter_cat,Kilometer_cat
980,2023-10-01,Wohnmobil,Bürstner,Lyseo TD 727 G Harmony Line 4.0 t,Teilintegrierter,2021-04-01,13205.0,Schaltung,103.0,Fiat Ducato,61000,65000,,30,2-5 Jahre,0-20.000 km
981,2023-10-01,Wohnmobil,NobelART,A 620,Alkoven,2009-10-01,110000.0,Schaltung,81.0,Ford,18000,19000,,168,Über 10 Jahre,Über 100.000 km
982,2023-10-01,Wohnwagen,Hobby,Beachy 420,Wohnwagen,2022-12-01,,,,,10500,11300,,10,0-2 Jahre,Über 100.000 km
983,2023-10-01,Wohnmobil,Knaus,Van TI 550 Vansation Aut.,Teilintegrierter,2015-07-01,99031.0,Automatik,109.0,Fiat Ducato,40800,42900,,99,5-10 Jahre,50.001-100.000 km
984,2023-10-01,Wohnmobil,Bürstner,A572,Alkoven,1996-04-01,161000.0,Schaltung,80.0,Fiat Ducato,11000,14000,,330,Über 10 Jahre,Über 100.000 km
985,2023-10-01,Wohnmobil,Volkswagen,Grand California,Kastenwagen,2021-01-01,28700.0,Automatik,130.0,,50000,56500,,33,2-5 Jahre,20.001-50.000 km
986,2023-10-01,Wohnmobil,Sun Living,V 65 SL Aut.,Kastenwagen,2019-01-01,6100.0,Automatik,110.0,Fiat,45000,45000,,57,2-5 Jahre,0-20.000 km
987,2023-10-01,Wohnmobil,Sunlight,T 63,Teilintegrierter,2014-08-01,17300.0,Schaltung,96.0,Fiat,37500,40500,,110,5-10 Jahre,0-20.000 km
988,2023-10-01,Wohnwagen,Hobby,Excellent 560 CFe,Wohnwagen,2013-05-01,,,,,13800,16000,,125,Über 10 Jahre,Über 100.000 km
989,2023-10-01,Wohnmobil,Dethleffs,Trend I 7017,Integrierter,2017-07-01,36000.0,Schaltung,110.0,Fiat,50500,57000,,75,5-10 Jahre,20.001-50.000 km
990,2023-10-01,Wohnmobil,Hymer,Ayers Rock ,Kastenwagen,2019-09-01,42000.0,Schaltung,118.0,Fiat,44500,49500,,49,2-5 Jahre,20.001-50.000 km
991,2023-10-01,Wohnmobil,Knaus,VAN TI 650 MEG Vansation,Teilintegrierter,2021-06-01,33000.0,Schaltung,103.0,Fiat ,54000,58500,,28,2-5 Jahre,20.001-50.000 km
992,2023-10-01,Wohnmobil,Niesmann + Bischoff,Arto 64 L,Integrierter,2011-03-01,55000.0,Schaltung,116.0,Fiat,47600,55000,,151,Über 10 Jahre,50.001-100.000 km
993,2023-10-01,Wohnmobil,Carado,T 348,Teilintegrierter,2016-04-01,71600.0,Schaltung,96.0,Fiat Ducato,40700,45000,,90,5-10 Jahre,50.001-100.000 km
994,2023-10-01,Wohnmobil,Adria,Twin 640 SL Axess ,Kastenwagen,2022-07-01,3950.0,Schaltung,121.0,Citroën ,52500,57500,,15,0-2 Jahre,0-20.000 km
995,2023-10-01,Wohnmobil,Bürstner,Lyseo M Harmony Line 7G-Tronic 3.88 t,Teilintegrierter,2020-02-01,38800.0,Automatik,120.0,Mercedes,66500,73000,,44,2-5 Jahre,20.001-50.000 km
996,2023-10-01,Wohnmobil,Hobby,Optima T65 FL,Teilintegrierter,2015-03-01,61500.0,Schaltung,109.0,Fiat,45500,52000,,103,5-10 Jahre,50.001-100.000 km
997,2023-10-01,Wohnmobil,Carado,T 448,Teilintegrierter,2021-07-01,5500.0,Schaltung,103.0,Fiat Ducato,57600,57500,,27,2-5 Jahre,0-20.000 km
998,2023-10-01,Wohnwagen,Hobby,495 WFB,Wohnwagen,2023-04-01,,,,,24600,24500,,6,0-2 Jahre,Über 100.000 km
999,2023-10-01,Wohnmobil,Weinsberg,Caracompact 600 MEG Pepper,Teilintegrierter,2019-07-01,51500.0,Schaltung,120.0,Peugeot  ,40500,41500,,51,2-5 Jahre,50.001-100.000 km
1000,2023-10-01,Wohnmobil,Westfalia,Columbus,Kastenwagen,2012-06-01,21000.0,Schaltung,96.0,Fiat,33100,23000,,136,Über 10 Jahre,20.001-50.000 km
1001,2023-10-01,Wohnmobil,Niesmann + Bischoff,Arto 77 E 9G-Tronic 4.8t,Integrierter,2023-03-01,2851.0,Automatik,132.0,Fiat Ducato,154000,174800,,7,0-2 Jahre,0-20.000 km
1002,2023-10-01,Wohnmobil,Westfalia,Nugget Plus Hochdach,Bus,2018-07-01,62000.0,Schaltung,96.0,Ford Transit Custom,35500,41000,,63,5-10 Jahre,50.001-100.000 km
1003,2023-10-01,Wohnmobil,Knaus,Boxstar Freeway 630 / 9G-Tronic,Kastenwagen,2021-06-01,21500.0,Automatik,118.0,Fiat Ducato,61000,67000,,28,2-5 Jahre,20.001-50.000 km
1004,2023-10-01,Wohnmobil,Hymer,B524,Integrierter,2004-09-01,50200.0,Schaltung,,Fiat,23000,28500,,229,Über 10 Jahre,50.001-100.000 km
1005,2023-10-01,Wohnmobil,Challenger,Genesis 194,Teilintegrierter,2019-03-01,35300.0,Automatik,125.0,Ford Transit,45050,50350,,55,2-5 Jahre,20.001-50.000 km
1006,2023-10-01,Wohnmobil,Carado,CV 640 Clever+ Ed. 9G-Tronic,Kastenwagen,2021-12-01,16300.0,Automatik,130.0,Fiat,58000,58000,,22,0-2 Jahre,0-20.000 km
1007,2023-10-01,Wohnmobil,Weinsberg,Cara Loft 700 MEH,Teilintegrierter,2016-08-01,37000.0,Schaltung,96.0,Fiat,43900,46000,,86,5-10 Jahre,20.001-50.000 km
1008,2023-10-01,Wohnmobil,Niesmann + Bischoff,Flair 4.3t,Integrierter,2000-04-01,175000.0,Schaltung,90.0,Fiat ,15650,17450,,282,Über 10 Jahre,Über 100.000 km
1009,2023-10-01,Wohnmobil,Bürstner,Lyseo T 744,Teilintegrierter,2017-04-01,47511.0,Schaltung,110.0,Fiat,47800,49400,,78,5-10 Jahre,20.001-50.000 km
1010,2023-10-01,Wohnmobil,Sunlight,I 69 L Active,Integrierter,2019-09-01,30000.0,Schaltung,103.0,Fiat,59000,65000,,49,2-5 Jahre,20.001-50.000 km
1011,2023-10-01,Wohnmobil,Knaus,Sky Ti 650 MEG,Teilintegrierter,2015-04-01,118600.0,Schaltung,109.0,Fiat Ducato,39500,45000,,102,5-10 Jahre,Über 100.000 km
1012,2023-10-01,Wohnmobil,Karmann,Davis 620,Kastenwagen,2019-05-01,30580.0,Schaltung,110.0,Fiat,47900,48000,,53,2-5 Jahre,20.001-50.000 km
1013,2023-10-01,Wohnmobil,Mooveo,TEI 70,Teilintegrierter,2021-08-01,8000.0,Schaltung,103.0,Citroen,58000,60500,,26,2-5 Jahre,0-20.000 km
1014,2023-10-01,Wohnmobil,Mobilvetta,Kea P 86 / 9G-Tronic 4.4 t,Teilintegrierter,2020-12-01,34000.0,Automatik,118.0,Fiat,75000,78500,,34,2-5 Jahre,20.001-50.000 km
1015,2023-10-01,Wohnmobil,Roller Team,Kronos 294 TL,Teilintegrierter,2021-04-01,52000.0,Schaltung,125.0,Ford,47300,48000,,30,2-5 Jahre,50.001-100.000 km
1016,2023-10-01,Wohnmobil,Knaus,Tourer Van 500LT Vansation Aut.,Teilintegrierter,2023-06-01,6500.0,Automatik,110.0,Volkswagen,58500,64900,,4,0-2 Jahre,0-20.000 km
1017,2023-10-01,Wohnmobil,Hobby,Optima Deluxe T65 HFL Aut.,Teilintegrierter,2018-07-01,20157.0,Automatik,110.0,Fiat ,49000,55000,,63,5-10 Jahre,20.001-50.000 km
1018,2023-10-01,Wohnmobil,LMC,Liberty Cruiser II 643 G Aut.,Teilintegrierter,2013-06-01,60105.0,Automatik,96.0,Fiat ,38000,38000,,124,Über 10 Jahre,50.001-100.000 km
1019,2023-10-01,Wohnwagen,Hobby,De Luxe 515 UHL,Wohnwagen,2020-12-01,,,,,21700,24700,,34,2-5 Jahre,Über 100.000 km
1020,2023-10-01,Wohnmobil,Etrusco,T 7300 SB / 3.85t,Teilintegrierter,2019-05-01,27950.0,Schaltung,96.0,Fiat,48900,54900,,53,2-5 Jahre,20.001-50.000 km
1021,2023-10-01,Wohnmobil,La Strada,Avanti EB Aut.,Kastenwagen,2016-05-01,80000.0,Automatik,130.0,Fiat ,47900,55000,,89,5-10 Jahre,50.001-100.000 km
1022,2023-10-01,Wohnmobil,Knaus,VAN I Vansation 600 Aut.,Integrierter,2015-04-01,69000.0,Automatik,109.0,Fiat,51000,51000,,102,5-10 Jahre,50.001-100.000 km
1023,2023-10-01,Wohnmobil,Globecar,Travelscout Aut. mit DPF,Kastenwagen,2005-11-01,158000.0,Automatik,94.0,Citroen Jumper,12700,12000,,215,Über 10 Jahre,Über 100.000 km
1024,2023-10-01,Wohnmobil,Pössl,2 Win Plus,Kastenwagen,2016-07-01,92000.0,Schaltung,110.0,Citroen Jumper,34900,34900,,87,5-10 Jahre,50.001-100.000 km
1025,2023-10-01,Wohnmobil,GiottiLine,Therry T22,Alkoven,2012-11-01,68000.0,Schaltung,96.0,Citroen,25950,29750,,131,Über 10 Jahre,50.001-100.000 km
1026,2023-10-01,Wohnmobil,Knaus,Boxlife 600 MQ 9G-Tronic,Kastenwagen,2022-07-01,2908.0,Automatik,118.0,Fiat,57600,52500,,15,0-2 Jahre,0-20.000 km
1027,2023-10-01,Wohnmobil,Hymer,Yosemite Aut.,Kastenwagen,2018-07-01,87997.0,Automatik,110.0,Fiat,43900,50000,,63,5-10 Jahre,50.001-100.000 km
1028,2023-10-01,Wohnmobil,P.L.A.,Sandy S 75 / 4.0t,Integrierter,2017-04-01,57800.0,Schaltung,120.0,Citroen,37000,43700,,78,5-10 Jahre,50.001-100.000 km
1029,2023-10-01,Wohnmobil,Westfalia,Club Joker City mit Aufstelldach,Bus,2015-08-01,85000.0,Schaltung,103.0,VW,37200,40000,,98,5-10 Jahre,50.001-100.000 km
1030,2023-10-01,Wohnmobil,XGO,Dynamic 39,Alkoven,2015-04-01,46000.0,Schaltung,100.0,Renault,31300,35100,,102,5-10 Jahre,20.001-50.000 km
1031,2023-10-01,Wohnmobil,Dethleffs,Premium Liner I 9950,Integrierter,2013-10-01,97000.0,Automatik,125.0,Iveco Daily 17 PS 70 C 17,85000,100000,,120,5-10 Jahre,50.001-100.000 km
1032,2023-10-01,Wohnmobil,Carado,T 337,Teilintegrierter,2010-04-01,61470.0,Schaltung,96.0,Fiat Ducato,33100,33000,,162,Über 10 Jahre,50.001-100.000 km
1033,2023-10-01,Wohnwagen,Knaus,Sport und Fun,Wohnwagen,2020-05-01,,,,,15000,18000,,41,2-5 Jahre,Über 100.000 km
1034,2023-10-01,Wohnmobil,Bürstner,Ixeo Time IT590,Teilintegrierter,2017-05-01,97000.0,Schaltung,96.0,Fiat ,34300,40000,,77,5-10 Jahre,50.001-100.000 km
1035,2023-10-01,Wohnmobil,Knaus,Van Ti 650 MEG Vansation 9G-Tronic,Teilintegrierter,2021-06-01,37800.0,Automatik,103.0,Fiat Ducato,62000,65000,,28,2-5 Jahre,20.001-50.000 km
1036,2023-10-01,Wohnmobil,Pössl,Roadcamp R 540,Kastenwagen,2022-05-01,35000.0,Schaltung,103.0,Citroën ,48000,48000,,17,0-2 Jahre,20.001-50.000 km
1037,2023-11-01,Wohnmobil,Pössl,Summit 640,Kastenwagen,2019-08-01,47900.0,Schaltung,120.0,Citroen,51090,50990,,51,2-5 Jahre,20.001-50.000 km
1038,2023-11-01,Wohnmobil,Carthago,Chic C-Line 5.0 QB 4.25 t,Integrierter,2019-07-01,24100.0,Schaltung,110.0,Fiat,85450,99750,,52,2-5 Jahre,20.001-50.000 km
1039,2023-11-01,Wohnmobil,Carado,A464,Alkoven,2012-05-01,43000.0,Schaltung,96.0,Fiat,33500,38000,,138,Über 10 Jahre,20.001-50.000 km
1040,2023-11-01,Wohnmobil,Pössl,Summit Prime 540 / 9G-Tronic,Kastenwagen,2020-11-01,45100.0,Automatik,118.0,Fiat,46500,51000,,36,2-5 Jahre,20.001-50.000 km
1041,2023-11-01,Wohnmobil,Pössl,Roadcruiser Evolution 640,Kastenwagen,2021-12-01,21000.0,Schaltung,103.0,Citroen,48750,51450,,23,0-2 Jahre,20.001-50.000 km
1042,2023-11-01,Wohnmobil,Pössl,Summit 600 Plus,Kastenwagen,2020-01-01,28000.0,Schaltung,103.0,Citroen Jumper,40500,47500,,46,2-5 Jahre,20.001-50.000 km
1043,2023-11-01,Wohnmobil,Hobby,Optima OnTour T 65 HKM,Teilintegrierter,2022-01-01,9500.0,Schaltung,103.0,Citroen,59000,66500,,22,0-2 Jahre,0-20.000 km
1044,2023-11-01,Wohnmobil,Weinsberg,Carabus 600 MQ,Kastenwagen,2022-04-01,31000.0,Schaltung,103.0,Fiat Ducato,47700,47700,,19,0-2 Jahre,20.001-50.000 km
1045,2023-11-01,Wohnmobil,Bürstner,Lyseo 727 G Time Harmony Line,Teilintegrierter,2019-09-01,22400.0,Schaltung,120.0,Citroen,55100,55000,,50,2-5 Jahre,20.001-50.000 km
1046,2023-11-01,Wohnmobil,Glücksmobil,T 64,Teilintegrierter,2014-02-01,40804.0,Schaltung,96.0,Fiat,32900,37800,,117,5-10 Jahre,20.001-50.000 km
1047,2023-11-01,Wohnmobil,Knaus,Box Star Freeway 630,Kastenwagen,2018-11-01,53000.0,Schaltung,96.0,Fiat Ducato,48400,48000,,60,2-5 Jahre,50.001-100.000 km
1048,2023-11-01,Wohnwagen,Knaus,Blue Line,Wohnwagen,1998-07-01,,,,,2850,3850,,304,Über 10 Jahre,Über 100.000 km
1049,2023-11-01,Wohnmobil,Sunlight,V60 Adventure Edition,Teilintegrierter,2021-06-01,26600.0,Schaltung,103.0,Citroen,43000,46000,,29,2-5 Jahre,20.001-50.000 km
1050,2023-11-01,Wohnmobil,Bürstner,Aviano I 684 Aut.,Integrierter,2013-10-01,90000.0,Automatik,109.0,Fiat,43300,43300,,121,Über 10 Jahre,50.001-100.000 km
1051,2023-11-01,Wohnmobil,Clever,Celebration 600,Kastenwagen,2022-07-01,4700.0,Schaltung,103.0,Citroen,50350,50550,,16,0-2 Jahre,0-20.000 km
1052,2023-11-01,Wohnmobil,Clever,Celebration 600,Kastenwagen,2021-08-01,28370.0,Schaltung,103.0,Citroen,45200,48000,,27,2-5 Jahre,20.001-50.000 km
1053,2023-11-01,Wohnmobil,XGO,4 Van,Kastenwagen,2021-09-01,4000.0,Schaltung,103.0,Fiat,44450,46550,,26,2-5 Jahre,0-20.000 km
1054,2023-11-01,Wohnmobil,Pilote,P 696 GJ,Teilintegrierter,2021-09-01,11600.0,Schaltung,103.0,Citroën ,55000,60800,,26,2-5 Jahre,0-20.000 km
1055,2023-11-01,Wohnmobil,Mooveo,TEI 70 EBH,Teilintegrierter,2022-02-01,6890.0,Schaltung,103.0,Citroen,59500,63200,,21,0-2 Jahre,0-20.000 km
1056,2023-11-01,Wohnmobil,Weinsberg,Komet 645 LD,Integrierter,2002-08-01,142500.0,Schaltung,113.0,Fiat,19000,19000,,255,Über 10 Jahre,Über 100.000 km
1057,2023-11-01,Wohnmobil,Volkswagen,Grand California 680,Kastenwagen,2021-08-01,3650.0,Automatik,130.0,Volkswagen,53550,59950,,27,2-5 Jahre,0-20.000 km
1058,2023-11-01,Wohnmobil,Carado,I 447 Clever+ Edition 9G-Tronic,Integrierter,2021-09-01,30500.0,Automatik,103.0,Fiat Ducato ,58300,63000,,26,2-5 Jahre,20.001-50.000 km
1059,2023-11-01,Wohnmobil,Carthago,M Liner 57 BRH Aut.,Integrierter,2007-07-01,110000.0,Automatik,130.0,Iveco ,55000,55000,,196,Über 10 Jahre,Über 100.000 km
1060,2023-11-01,Wohnmobil,Pössl,Roadcruiser 640 Aut.,Kastenwagen,2014-10-01,29500.0,Automatik,130.0,Fiat ,39000,39000,,109,5-10 Jahre,20.001-50.000 km
1061,2023-11-01,Wohnmobil,Dreamer,Cap Land Automatik Aufstelldach,Bus,2023-10-01,1132.0,Automatik,125.0,Ford,52250,60350,,1,0-2 Jahre,0-20.000 km
1062,2023-11-01,Wohnmobil,Hymer,T 654 CL Aut.,Teilintegrierter,2011-04-01,107000.0,Automatik,116.0,Fiat ,35500,40000,,151,Über 10 Jahre,Über 100.000 km
1063,2023-11-01,Wohnmobil,Weinsberg,Carabus 601,Kastenwagen,2011-06-01,66000.0,Schaltung,88.0,Fiat Ducato,32200,33000,,149,Über 10 Jahre,50.001-100.000 km
1064,2023-11-01,Wohnmobil,Hymer,B MC-I 580 Aut.,Integrierter,2021-02-01,18700.0,Automatik,105.0,Mercedes ,95000,105000,,33,2-5 Jahre,0-20.000 km
1065,2023-11-01,Wohnmobil,Ahorn,Alaska TE plus,Teilintegrierter,2021-05-01,47000.0,Schaltung,107.0,Renault,48250,51750,,30,2-5 Jahre,20.001-50.000 km
1066,2023-11-01,Wohnmobil,Sunlight,Cliff 600 Adventure Edition ,Kastenwagen,2023-03-01,2000.0,Schaltung,103.0,Fiat,46499,49999,,8,0-2 Jahre,0-20.000 km
1067,2023-11-01,Wohnmobil,Weinsberg,Cara Compact 600 MG,Teilintegrierter,2016-04-01,111420.0,Schaltung,96.0,Fiat,36000,41000,,91,5-10 Jahre,Über 100.000 km
1068,2023-11-01,Wohnmobil,Bürstner,Nexxo 569 IC Line,Teilintegrierter,2017-04-01,118000.0,Schaltung,96.0,Fiat,37800,37800,,79,5-10 Jahre,Über 100.000 km
1069,2023-11-01,Wohnmobil,Dethleffs,Globevan Automatik,Bus,2023-10-01,10.0,Automatik,110.0,Ford,42750,42750,,1,0-2 Jahre,0-20.000 km
1070,2023-11-01,Wohnmobil,Bürstner,A 530,Alkoven,2004-03-01,96700.0,Schaltung,81.0,Fiat,17900,21500,,236,Über 10 Jahre,50.001-100.000 km
1071,2023-11-01,Wohnmobil,Hymer,MLT 580 Aut.,Teilintegrierter,2015-07-01,75300.0,Automatik,120.0,Mercedes,52000,52000,,100,5-10 Jahre,50.001-100.000 km
1072,2023-11-01,Wohnmobil,Eura Mobil,A 770,Alkoven,2001-06-01,245000.0,Schaltung,90.0,Fiat ,14800,19500,,269,Über 10 Jahre,Über 100.000 km
1073,2023-11-01,Wohnmobil,Carado,T 337,Teilintegrierter,2016-07-01,64600.0,Schaltung,96.0,Fiat ,42000,42000,,88,5-10 Jahre,50.001-100.000 km
1074,2023-11-01,Wohnmobil,Bürstner,Lyseo TD 744 Aut.,Teilintegrierter,2019-04-01,42300.0,Automatik,110.0,Fiat ,59100,64000,,55,2-5 Jahre,20.001-50.000 km
1075,2023-11-01,Wohnmobil,Knaus,Van I 650 MEG Platinum ,Integrierter,2018-05-01,45600.0,Schaltung,110.0,Fiat,57000,56000,,66,5-10 Jahre,20.001-50.000 km
1076,2023-11-01,Wohnmobil,Westfalia,Nugget Plus,Bus,2018-07-01,40100.0,Schaltung,125.0,Ford Transit Custom,39700,35000,,64,5-10 Jahre,20.001-50.000 km
1077,2023-11-01,Wohnmobil,Hymer,Van 512 Silverline mit ATM,Teilintegrierter,2009-06-01,63000.0,Schaltung,103.0,Ford,25000,28000,,173,Über 10 Jahre,50.001-100.000 km
1078,2023-11-01,Wohnmobil,Hobby,Optima OnTour A 60 GF,Alkoven,2021-04-01,82000.0,Schaltung,103.0,Citröen,35000,41000,,31,2-5 Jahre,50.001-100.000 km
1079,2023-11-01,Wohnmobil,Knaus,Sun Ti 650 MEG Platinum Sel. Aut.,Teilintegrierter,2019-09-01,22500.0,Automatik,110.0,Fiat,57900,60900,,50,2-5 Jahre,20.001-50.000 km
1080,2023-11-01,Wohnmobil,Karmann,Colorado S 600 ,Alkoven,1999-07-01,132781.0,Schaltung,75.0,Volkswagen,17200,20500,,292,Über 10 Jahre,Über 100.000 km
1081,2023-11-01,Wohnmobil,Ahorn,Van 550 Aut.,Kastenwagen,2021-05-01,7000.0,Automatik,110.0,Renault,45100,45000,,30,2-5 Jahre,0-20.000 km
1082,2023-11-01,Wohnmobil,Chausson,768 XLB Titanium Aut.,Teilintegrierter,2020-06-01,42600.0,Automatik,125.0,Ford,51900,55600,,41,2-5 Jahre,20.001-50.000 km
1083,2023-11-01,Wohnmobil,Eura Mobil,Profila A 685 VB mit ATM,Alkoven,2011-01-01,149551.0,Schaltung,103.0,Ford,22000,25500,,154,Über 10 Jahre,Über 100.000 km
1084,2023-11-01,Wohnmobil,Ahorn,Alaska TQ Automatik,Teilintegrierter,2019-10-01,19000.0,Automatik,125.0,Renault,45000,51900,,49,2-5 Jahre,0-20.000 km
1085,2023-11-01,Wohnmobil,Hobby,Optima Ontour Edition V 65 GE,Teilintegrierter,2020-01-01,38500.0,Schaltung,103.0,Citroen,52000,52000,,46,2-5 Jahre,20.001-50.000 km
1086,2023-11-01,Wohnmobil,Knaus,Van Ti 640 Meg MAN Vansation Aut.,Teilintegrierter,2022-07-01,11650.0,Automatik,130.0,MAN,65500,72500,,16,0-2 Jahre,0-20.000 km
1087,2023-11-01,Wohnmobil,Hymer,B 584 Erstbesitz,Integrierter,1997-03-01,89900.0,Schaltung,85.0,Fiat,12000,14900,,320,Über 10 Jahre,50.001-100.000 km
1088,2023-11-01,Wohnmobil,Pilote,G 690 Evidence 9G-Tronic,Integrierter,2021-03-01,30600.0,Automatik,118.0,Fiat,70000,75000,,32,2-5 Jahre,20.001-50.000 km
1089,2023-11-01,Wohnmobil,Dethleffs,Globe-S A 597,Alkoven,2012-05-01,94500.0,Schaltung,96.0,Fiat ,26200,31000,,138,Über 10 Jahre,50.001-100.000 km
1090,2023-11-01,Wohnmobil,Dethleffs,Camp One Automatik,Kastenwagen,2023-10-01,10.0,Automatik,110.0,Ford,42750,42750,,1,0-2 Jahre,0-20.000 km
1091,2023-11-01,Wohnmobil,Eura Mobil,Integra Line 655 EB Aut.,Integrierter,2016-06-01,55000.0,Automatik,109.0,Fiat,57000,60000,,89,5-10 Jahre,50.001-100.000 km
1092,2023-11-01,Wohnmobil,Etrusco,T 7400 SB,Teilintegrierter,2020-07-01,18000.0,Schaltung,96.0,Fiat ,40900,43000,,40,2-5 Jahre,0-20.000 km
1093,2023-11-01,Wohnmobil,Bürstner,Delfin 680 G Harmony Line,Teilintegrierter,2021-08-01,18100.0,Schaltung,103.0,Citroen ,55900,57000,,27,2-5 Jahre,0-20.000 km
1094,2023-11-01,Wohnmobil,Rapido,9000 DFH Aut.,Integrierter,2017-07-01,31375.0,Automatik,110.0,Fiat,70700,70000,,76,5-10 Jahre,20.001-50.000 km
1095,2023-11-01,Wohnmobil,Weinsberg,Cara Compact 600 MEG Pepper,Teilintegrierter,2020-02-01,27800.0,Schaltung,121.0,Peugeot,48200,50900,,45,2-5 Jahre,20.001-50.000 km
1096,2023-11-01,Wohnmobil,Eura Mobil,Terrestra A 690 HB,Alkoven,2012-05-01,48000.0,Schaltung,109.0,Fiat Ducato,35100,35000,,138,Über 10 Jahre,20.001-50.000 km
1097,2023-11-01,Wohnmobil,Weinsberg,CaraBus 600 MQH ,Kastenwagen,2020-08-01,23500.0,Schaltung,103.0,Fiat,51500,48000,,39,2-5 Jahre,20.001-50.000 km
1098,2023-11-01,Wohnwagen,Fendt,Saphir 465 SFB,Wohnwagen,2018-03-01,,,,,20000,22500,,68,5-10 Jahre,Über 100.000 km
1099,2023-11-01,Wohnmobil,Bürstner,Lyseo TD 728 G Harmony Line,Teilintegrierter,2018-04-01,47000.0,Schaltung,96.0,Fiat,51950,56650,,67,5-10 Jahre,20.001-50.000 km
1100,2023-11-01,Wohnmobil,Dethleffs,I 6700 Eighty II,Integrierter,2012-05-01,50000.0,Schaltung,96.0,Fiat,46000,46000,,138,Über 10 Jahre,20.001-50.000 km
1101,2023-11-01,Wohnmobil,Sunlight,T68 XV,Teilintegrierter,2020-09-01,14800.0,Schaltung,103.0,Fiat,53400,55800,,38,2-5 Jahre,0-20.000 km
1102,2023-11-01,Wohnmobil,Weinsberg,Caratour 600 MQH,Kastenwagen,2020-06-01,26000.0,Schaltung,103.0,Fiat ,49800,55000,,41,2-5 Jahre,20.001-50.000 km
1103,2023-11-01,Wohnmobil,Pössl,Summit Prime 540 Prime 9G-Tronic,Kastenwagen,2020-11-01,34767.0,Automatik,118.0,Fiat ,54500,62000,,36,2-5 Jahre,20.001-50.000 km
1104,2023-11-01,Wohnwagen,Fendt,Bianco Selection 515 SG,Wohnwagen,2021-08-01,,,,,20500,23000,,27,2-5 Jahre,Über 100.000 km
1105,2023-11-01,Wohnmobil,Sun Living,Twin Aut.,Teilintegrierter,2014-10-01,89900.0,Automatik,109.0,Fiat ,38100,37000,,109,5-10 Jahre,50.001-100.000 km
1106,2023-11-01,Wohnmobil,Carado,T132,Teilintegrierter,2015-09-01,51917.0,Schaltung,96.0,Fiat,35000,35000,,98,5-10 Jahre,50.001-100.000 km
1107,2023-11-01,Wohnmobil,Adria,Twin SP 600,Kastenwagen,2015-06-01,137483.0,Schaltung,109.0,Fiat,34400,37900,,101,5-10 Jahre,Über 100.000 km
1108,2023-11-01,Wohnmobil,Carado,CV 600,Kastenwagen,2022-05-01,13500.0,Schaltung,103.0,Fiat,47000,49000,,18,0-2 Jahre,0-20.000 km
1109,2023-11-01,Wohnmobil,Knaus,V-Liner,Integrierter,2009-02-01,90500.0,Schaltung,107.0,Renault ,31600,30000,,177,Über 10 Jahre,50.001-100.000 km
1110,2023-11-01,Wohnmobil,Knaus,Sun TR,Alkoven,2007-09-01,187000.0,Schaltung,96.0,Fiat,21000,23000,,194,Über 10 Jahre,Über 100.000 km
1111,2023-11-01,Wohnmobil,Carado,T138,Teilintegrierter,2014-04-01,80600.0,Schaltung,96.0,Fiat,30200,35000,,115,5-10 Jahre,50.001-100.000 km
1112,2023-11-01,Wohnmobil,Concorde,Carver 791 RL,Integrierter,2020-09-01,25000.0,Automatik,155.0,Iveco Daily,199900,230000,,38,2-5 Jahre,20.001-50.000 km
1113,2023-11-01,Wohnwagen,Hobby,De Luxe 455 UF,Wohnwagen,2018-10-01,,,,,15000,17500,,61,5-10 Jahre,Über 100.000 km
1114,2023-11-01,Wohnmobil,Carado,T 338 Emotion 9G-Tronic,Teilintegrierter,2020-04-01,28600.0,Automatik,103.0,Fiat,57000,60000,,43,2-5 Jahre,20.001-50.000 km
1115,2023-11-01,Wohnmobil,Bürstner,Nexxo 728 G,Teilintegrierter,2012-03-01,41648.0,Schaltung,96.0,Fiat,36400,44500,,140,Über 10 Jahre,20.001-50.000 km
1116,2023-12-01,Wohnmobil,Carthago,Opus 5.2 Liner,Integrierter,2008-11-01,109000.0,Schaltung,135.0,Mercedes ,53500,56000,,181,Über 10 Jahre,Über 100.000 km
1117,2023-12-01,Wohnmobil,Weinsberg,Orbiter,Alkoven,2005-07-01,150000.0,Schaltung,94.0,Fiat ,15000,20000,,221,Über 10 Jahre,Über 100.000 km
1118,2023-12-01,Wohnmobil,Hymer,Free S 600 Aut.,Kastenwagen,2022-09-01,27000.0,Automatik,125.0,Mercedes,68500,78500,,15,0-2 Jahre,20.001-50.000 km
1119,2023-12-01,Wohnmobil,Miller,Montana Aut.,Teilintegrierter,2018-08-01,7685.0,Automatik,110.0,Fiat,44500,51500,,64,5-10 Jahre,0-20.000 km
1120,2023-12-01,Wohnmobil,Weinsberg,Caraloft 650 MFH,Teilintegrierter,2017-03-01,52707.0,Schaltung,96.0,Fiat,35000,35000,,81,5-10 Jahre,50.001-100.000 km
1121,2023-12-01,Wohnmobil,Pössl,Trenta 540 R,Kastenwagen,2022-04-01,15000.0,Schaltung,103.0,Citroen ,41200,44100,,20,0-2 Jahre,0-20.000 km
1122,2023-12-01,Wohnmobil,Hymer,B 524,Integrierter,1999-04-01,131000.0,Schaltung,90.0,Fiat ,19200,21900,,296,Über 10 Jahre,Über 100.000 km
